,route_id,status,town,basename,cloudiness,fog_density,fog_distance,fog_falloff,precipitation,precipitation_deposits,sun_altitude_angle,sun_azimuth_angle,wetness,wind_intensity,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,ego_vehicle,ego_vehicle_color,ego_vehicle_number_of_wheels,ego_vehicle_object_type,ego_vehicle_role_name,ego_vehicle_sticky_control,number_of_drivers,number_of_walkers,percentage_speed_limit,route_length,total_steps,score_composed,score_penalty,score_route,ego_vehicle_driver_id,infraction
0,RouteScenario_0,Completed,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,0,0,0,106.900001592934,375.513843774796,vehicle.bmw.isetta,"(215,20,132)",4,,hero,True,145,101,104,207.019212970771,2135,100,1,100,,False
1,RouteScenario_1,Failed,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,1,0,0,0,0,7.65000011399388,25.7559378147125,vehicle.chevrolet.impala,"(155,244,183)",4,,hero,True,154,144,75,82.7731237397857,150,0.29225350563548,0.7,0.417505008050685,,red_light
2,RouteScenario_2,Completed,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,0,0,0,0,0,131.300001956522,427.203954458237,vehicle.mercedes-benz.coupe,"(169,241,51)",4,,hero,True,125,97,107,4.00000021027517,2623,100,1,100,,False
3,RouteScenario_3,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,101.050001505762,386.90883898735,vehicle.bmw.isetta,"(0,252,170)",4,,hero,True,111,124,103,85.0112894410797,2018,95.8415467552317,1,95.8415467552317,,route_timeout
4,RouteScenario_4,Failed,Town01,data,90,0,0,0,15,50,75,315,0,0.349999994039536,0,0,1,0,0,0,0,0,0,16.2000002413988,69.3111708164215,vehicle.tesla.cybertruck,,4,,hero,True,183,149,56,222.385490044924,321,13.9864095291945,0.6,23.3106825486576,,collisions_vehicle
5,RouteScenario_5,Failed,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,1,0,0,0,0,42.5000006332994,147.330669164658,vehicle.audi.tt,"(133,243,35)",4,,hero,True,91,123,61,215.671334600397,847,14.1947645535385,0.7,20.2782350764836,,red_light
6,RouteScenario_6,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,69.0500010289252,205.652478456497,vehicle.yamaha.yzf,"(249,171,97)",2,,hero,True,111,60,89,81.9999806667819,1378,95.068912166575,1,95.068912166575,0,route_timeout
7,RouteScenario_7,Failed,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,18.7500002793968,67.3778500556946,vehicle.nissan.patrol,"(37,13,63)",4,,hero,True,161,72,84,89.6610007271915,372,14.8216096739633,0.6,24.7026827899389,,collisions_vehicle
8,RouteScenario_8,Completed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,0,0,0,30.7500004582107,103.555439710617,vehicle.mustang.mustang,"(31,11,217)",4,,hero,True,159,64,63,84.2932734945379,612,100,1,100,,False
9,RouteScenario_9,Failed,Town01,data,90,0,0,0,60,100,-80,225,0,1,1,0,0,1,0,0,0,0,0,13.4000001996756,56.8937032222748,vehicle.carlamotors.carlacola,"(86,104,29)",4,,hero,True,180,121,80,161.240312550301,265,8.68086712816671,0.402574886274994,21.5633598222938,,outside_route_lanes
10,RouteScenario_10,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,147.050002191216,507.469270467758,vehicle.tesla.cybertruck,,4,,hero,True,99,103,108,178.939133037313,2938,44.2573639301496,1,44.2573639301496,,route_timeout
11,RouteScenario_11,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,113.050001684576,417.304783821106,vehicle.nissan.patrol,"(67,158,198)",4,,hero,True,175,96,104,101.612062127783,2258,98.5315498897885,1,98.5315498897885,,route_timeout
12,RouteScenario_12,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,122.050001818687,393.883804321289,vehicle.bmw.isetta,"(214,23,84)",4,,hero,True,137,63,52,148.579952645267,2438,98.6366548082868,1,98.6366548082868,,route_timeout
13,RouteScenario_13,Completed,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,139.950002085418,466.82702422142,vehicle.citroen.c3,"(96,42,66)",4,,hero,True,81,94,101,212.219985135147,2796,100,1,100,,False
14,RouteScenario_14,Completed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,0,0,0,147.650002200156,509.142239093781,vehicle.toyota.prius,"(177,58,79)",4,,hero,True,115,136,91,185.726159223418,2950,100,1,100,,False
15,RouteScenario_15,Failed,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,1,0,0,0,0,49.7500007413328,171.10040473938,vehicle.tesla.model3,"(234,222,190)",4,,hero,True,190,104,91,135.349716242063,992,16.1319447080261,0.7,23.0456352971801,,red_light
16,RouteScenario_16,Failed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,1,1,0,0,0,0,0,50.9500007592142,183.478321313858,vehicle.tesla.cybertruck,,4,,hero,True,117,66,87,84.7484900228585,1016,32.0803608133526,0.475778658003462,67.427069864742,,outside_route_lanes
17,RouteScenario_17,Failed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,1,0,0,0,0,0,0,0,0,208.550003107637,785.072037220001,vehicle.tesla.model3,"(242,172,175)",4,,hero,True,95,99,108,134.964935241645,4168,56.2610419146212,0.65,86.5554490994173,,collisions_layout
18,RouteScenario_18,Completed,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,34.9000005200505,125.522263288498,vehicle.mustang.mustang,"(113,31,197)",4,,hero,True,81,65,62,63.5163513223151,695,100,1,100,,False
19,RouteScenario_19,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,242.050003606826,860.44248342514,vehicle.seat.leon,"(148,229,250)",4,,hero,True,180,108,75,250.789999323848,4838,98.2089089217951,1,98.2089089217951,,route_timeout
20,RouteScenario_20,Failed,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,84.6000012606382,273.088705778122,vehicle.jeep.wrangler_rubicon,"(14,231,103)",4,,hero,True,95,103,104,251.335243859629,1689,51.303008392682,0.6,85.5050139878033,,collisions_vehicle
21,RouteScenario_21,Failed,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,1,0,0,0,0,0,0,0,0,16.3000002428889,57.1541972160339,vehicle.tesla.cybertruck,,4,,hero,True,146,140,87,240.846590425083,323,11.0510456879582,0.65,17.0016087507049,,collisions_layout
22,RouteScenario_22,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,93.050001386553,363.635592222214,vehicle.toyota.prius,"(195,17,46)",4,,hero,True,165,135,73,91.2165058038567,1858,98.1844426621988,1,98.1844426621988,,route_timeout
23,RouteScenario_23,Completed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,0,0,0,41.1000006124377,142.38014292717,vehicle.lincoln.mkz2017,"(10,0,93)",4,,hero,True,117,98,87,167.384861200285,819,100,1,100,,False
24,RouteScenario_24,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,63.0500009395182,200.099714279175,vehicle.tesla.cybertruck,,4,,hero,True,141,96,65,75.509947236394,1258,63.3291879769901,1,63.3291879769901,,route_timeout
25,RouteScenario_25,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,1,0,0,118.050001759082,424.834048032761,vehicle.tesla.model3,"(41,77,180)",4,,hero,True,132,62,59,127.5593661832,2358,91.7534639074563,1,91.7534639074563,,route_timeout
26,RouteScenario_26,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,112.050001669675,368.715773582458,vehicle.diamondback.century,"(197,234,24)",2,,hero,True,92,96,89,135.980859649104,2238,34.1223325792015,1,34.1223325792015,4,route_timeout
27,RouteScenario_27,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,211.05000314489,864.44847869873,vehicle.diamondback.century,"(172,63,151)",2,,hero,True,179,141,94,160.591741147415,4218,17.0800954544792,1,17.0800954544792,4,route_timeout
28,RouteScenario_28,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,196.050002921373,781.8623046875,vehicle.bh.crossbike,"(117,47,215)",2,,hero,True,144,86,86,174.256976751145,3918,98.7502084088984,1,98.7502084088984,2,route_timeout
29,RouteScenario_29,Completed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,22.6500003375113,66.3049852848053,vehicle.lincoln.mkz2017,"(187,36,73)",4,,hero,True,106,54,103,103.998671411552,450,100,1,100,,False
30,RouteScenario_30,Failed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,1,0,0,0,0,72.4500010795891,233.219200611114,vehicle.tesla.model3,"(176,132,66)",4,,hero,True,83,73,57,84.2791168394927,1446,0.29561250804501,0.7,0.422303582921443,,red_light
31,RouteScenario_31,Failed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,1,0,0,0,0,0,0,80.5000011995435,327.867760896683,vehicle.audi.etron,"(114,161,124)",4,,hero,True,110,130,110,67.5363625144511,1607,39.968096382429,0.6,66.6134939707151,,collisions_vehicle
32,RouteScenario_32,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,138.050002057105,424.102338552475,vehicle.audi.etron,"(216,152,181)",4,,hero,True,90,76,109,167.999962408096,2758,98.8032409034595,1,98.8032409034595,,route_timeout
33,RouteScenario_33,Failed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,1,0,0,0,0,107.000001594424,451.088747978211,vehicle.yamaha.yzf,"(141,57,78)",2,,hero,True,181,122,100,193.721850039984,2137,15.0766692917661,0.7,21.5380989882372,0,red_light
34,RouteScenario_34,Completed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,0,0,0,80.7000012025237,279.831669330597,vehicle.bmw.grandtourer,"(254,118,207)",4,,hero,True,115,116,80,141.125936103569,1611,100,1,100,,False
35,RouteScenario_35,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,1,0,0,228.05000339821,769.657478809357,vehicle.volkswagen.t2,"(100,43,18)",4,,hero,True,89,134,68,109.397150321348,4558,6.46975340445994,1,6.46975340445994,,route_timeout
36,RouteScenario_36,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,194.05000289157,710.633245944977,vehicle.bmw.isetta,"(205,239,71)",4,,hero,True,151,122,57,148.92514730795,3878,88.8033969251832,1,88.8033969251832,,route_timeout
37,RouteScenario_37,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,196.050002921373,711.883810281754,vehicle.bmw.isetta,"(215,20,132)",4,,hero,True,145,102,104,158.688919302186,3918,98.7482207444271,1,98.7482207444271,,route_timeout
38,RouteScenario_38,Failed,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,1,0,0,0,0,0,0,0,65.5500009767711,233.888841867447,vehicle.mini.cooperst,"(104,244,226)",4,,hero,True,190,106,89,76.9063535155789,1308,35.6845136351991,0.5,71.3690272703981,,collisions_pedestrian
39,RouteScenario_39,Failed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,39.650000590831,135.988549947739,vehicle.jeep.wrangler_rubicon,"(32,97,113)",4,,hero,True,110,132,70,186.620425596569,790,52.7580408588279,0.6,87.9300680980465,,collisions_vehicle
40,RouteScenario_40,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,0,0,1,0,0,206.050003070384,792.024391889572,vehicle.dodge_charger.police,"(104,147,227)",4,,hero,True,91,111,85,178.235083864772,4118,98.8097961667258,1,98.8097961667258,,route_timeout
41,RouteScenario_41,Failed,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,1,0,0,0,0,0,0,9.45000014081597,38.8727762699127,vehicle.carlamotors.carlacola,"(41,200,141)",4,,hero,True,145,138,52,78.0000161598569,186,26.5551135657237,0.6,44.2585226095395,,collisions_vehicle
42,RouteScenario_42,Failed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,1,0,0,0,0,0,0,0,0,159.600002378225,600.954253911972,vehicle.bmw.grandtourer,"(166,59,249)",4,,hero,True,155,115,72,118.809884393332,3189,48.0583549136777,0.65,73.9359306364273,,collisions_layout
43,RouteScenario_43,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,147.050002191216,462.376682043076,vehicle.kawasaki.ninja,"(37,13,63)",2,,hero,True,161,71,102,179.964561912339,2938,93.4977816451975,1,93.4977816451975,0,route_timeout
44,RouteScenario_44,Completed,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,0,0,0,0,0,100.600001499057,330.230360269547,vehicle.mustang.mustang,"(31,11,217)",4,,hero,True,159,64,63,169.50130529376,2009,100,1,100,,False
45,RouteScenario_45,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,1,0,0,0,0,0,0,0,36.150000538677,139.897648334503,vehicle.nissan.patrol,"(226,89,6)",4,,hero,True,140,123,57,132.537233931117,720,17.2545104265953,0.5,34.5090208531907,,collisions_pedestrian
46,RouteScenario_46,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,136.050002027303,512.489482164383,vehicle.audi.etron,"(122,246,180)",4,,hero,True,158,82,67,165.706907466809,2718,96.9645256245314,1,96.9645256245314,,route_timeout
47,RouteScenario_47,Failed,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,22.0500003285706,86.6492390632629,vehicle.dodge_charger.police,"(81,122,114)",4,,hero,True,161,105,94,242.20963742487,438,9.84542194679321,0.6,16.4090365779887,,collisions_vehicle
48,RouteScenario_48,Failed - Agent got blocked,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,0,0,0,0,1,180.050002682954,654.984238147736,vehicle.tesla.model3,"(0,19,253)",4,,hero,True,121,87,83,243.720508976471,3598,0,1,0,,vehicle_blocked
49,RouteScenario_49,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,192.050002861768,665.215604305267,vehicle.audi.etron,"(177,58,79)",4,,hero,True,115,138,66,172.47023603808,3838,98.7183116845368,1,98.7183116845368,,route_timeout
50,RouteScenario_50,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,118.050001759082,396.012276172638,vehicle.diamondback.century,"(222,190,91)",2,,hero,True,106,91,107,117.53109849302,2358,0,1,0,4,route_timeout
51,RouteScenario_51,Failed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,1,0,0,0,0,0,0,0,0,18.9000002816319,52.2773251533508,vehicle.tesla.cybertruck,,4,,hero,True,116,62,87,236.026618294285,375,11.8452513443105,0.65,18.2234636066315,,collisions_layout
52,RouteScenario_52,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,1,0,0,1,0,0,126.050001878291,487.261557340622,vehicle.chevrolet.impala,"(175,63,245)",4,,hero,True,93,126,103,91.7189155740634,2518,97.2272336362439,0.985227529673587,98.6850556931311,,route_timeout
53,RouteScenario_53,Completed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,0,0,0,0,0,163.950002443045,547.817092418671,vehicle.bmw.grandtourer,"(101,113,31)",4,,hero,True,129,55,101,98.3793188962888,3276,100,1,100,,False
54,RouteScenario_54,Completed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,0,0,0,55.4000008255243,225.548108100891,vehicle.harley-davidson.low_rider,"(58,32,14)",2,,hero,True,195,111,62,97.6117190877154,1105,100,1,100,0,False
55,RouteScenario_55,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,163.050002429634,515.114994049072,vehicle.harley-davidson.low_rider,"(77,53,249)",2,,hero,True,98,109,74,170.680552557536,3258,98.9914335547942,1,98.9914335547942,0,route_timeout
56,RouteScenario_56,Failed,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,1,0,0,0,0,0,0,2.35000003501773,7.66175889968872,vehicle.jeep.wrangler_rubicon,"(240,33,43)",4,,hero,True,146,145,95,88.803553562924,44,0,0.6,0,,collisions_vehicle
57,RouteScenario_57,Completed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,0,0,0,119.350001778454,437.819472789764,vehicle.toyota.prius,"(17,46,39)",4,,hero,True,175,99,83,85.4917344082826,2384,100,1,100,,False
58,RouteScenario_58,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,169.050002519041,719.806995153427,vehicle.nissan.micra,"(65,122,146)",4,,hero,True,172,136,53,110.760657959706,3378,98.5442823949232,1,98.5442823949232,,route_timeout
59,RouteScenario_59,Failed,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,1,0,0,0,0,0,0,11.6500001735985,33.3289287090302,vehicle.nissan.patrol,"(238,197,234)",4,,hero,True,86,66,52,177.857127968248,230,14.7553299766103,0.6,24.5922166276838,,collisions_vehicle
60,RouteScenario_60,Failed,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,1,0,0,0,0,0,0,0,0,13.1000001952052,43.0267457962036,vehicle.tesla.cybertruck,,4,,hero,True,180,94,101,62.717139549735,259,21.8121833028494,0.65,33.5572050813068,,collisions_layout
61,RouteScenario_61,Completed,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,0,0,0,76.6000011414289,223.983945608139,vehicle.lincoln.mkz2017,"(47,215,156)",4,,hero,True,94,70,63,181.206637504591,1529,100,1,100,,False
62,RouteScenario_62,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,1,0,0,0,0,0,0,86.3000012859702,282.153405427933,vehicle.citroen.c3,"(15,254,166)",4,,hero,True,172,76,93,192.122827172363,1723,26.9854965532935,0.6,44.9758275888226,,collisions_vehicle
63,RouteScenario_63,Failed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,1,0,0,0,0,0,0,193.150002878159,743.886572599411,vehicle.mustang.mustang,"(63,3,150)",4,,hero,True,127,123,93,235.904038841879,3860,56.0832153404932,0.6,93.4720255674887,,collisions_vehicle
64,RouteScenario_64,Failed,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,17.8000002652407,72.0776207447052,vehicle.tesla.cybertruck,,4,,hero,True,154,64,80,156.177054868815,353,9.68371016495576,0.6,16.1395169415929,,collisions_vehicle
65,RouteScenario_65,Failed,Town01,data,90,0,0,0,15,50,75,315,0,0.349999994039536,0,0,0,0,1,0,0,0,0,111.200001657009,432.738784074783,vehicle.lincoln.mkz2017,"(227,189,29)",4,,hero,True,128,95,55,203.435859527397,2221,26.0063826009747,0.7,37.1519751442496,,red_light
66,RouteScenario_66,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,104.050001550466,349.685864925385,vehicle.tesla.model3,"(47,254,118)",4,,hero,True,149,129,98,111.219846834658,2078,98.4012914913267,1,98.4012914913267,,route_timeout
67,RouteScenario_67,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,1,0,0,227.050003383309,833.05471944809,vehicle.gazelle.omafiets,"(11,61,138)",2,,hero,True,193,122,75,234.621307071779,4538,16.8871577923514,1,16.8871577923514,0,route_timeout
68,RouteScenario_68,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,1,0,0,0,0,0,0,137.80000205338,520.006968736649,vehicle.bmw.grandtourer,"(18,36,134)",4,,hero,True,119,107,88,123.180107520798,2753,46.8183798155472,0.6,78.0306330259119,,collisions_vehicle
69,RouteScenario_69,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,1,0,0,56.0500008352101,205.468558073044,vehicle.diamondback.century,"(71,153,181)",2,,hero,True,160,99,87,50.3572785555583,1118,27.9642224010497,1,27.9642224010497,4,route_timeout
70,RouteScenario_70,Completed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,98.8500014729798,349.915230989456,vehicle.audi.a2,"(34,41,202)",4,,hero,True,80,87,75,138.308004784328,1974,100,1,100,,False
71,RouteScenario_71,Failed,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,30.15000044927,108.257456302643,vehicle.jeep.wrangler_rubicon,"(169,196,86)",4,,hero,True,122,96,79,226.400898091725,600,23.3161929403639,0.6,38.8603215672732,,collisions_vehicle
72,RouteScenario_72,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,122.050001818687,471.022694349289,vehicle.lincoln.mkz2017,"(100,224,104)",4,,hero,True,155,118,96,152.837140492969,2438,75.48668555301,1,75.48668555301,,route_timeout
