,route_id,status,town,basename,cloudiness,fog_density,fog_distance,fog_falloff,precipitation,precipitation_deposits,sun_altitude_angle,sun_azimuth_angle,wetness,wind_intensity,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,ego_vehicle,ego_vehicle_color,ego_vehicle_number_of_wheels,ego_vehicle_object_type,ego_vehicle_role_name,ego_vehicle_sticky_control,number_of_drivers,number_of_walkers,percentage_speed_limit,route_length,total_steps,score_composed,score_penalty,score_route,ego_vehicle_driver_id,infraction
73,RouteScenario_73,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,224.050003338605,874.826433181763,vehicle.toyota.prius,"(145,180,210)",4,,hero,True,138,58,95,173.225622140864,4478,98.6141118386193,1,98.6141118386193,,route_timeout
74,RouteScenario_74,Completed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,0,0,0,99.4500014819205,348.973769903183,vehicle.harley-davidson.low_rider,"(1,148,3)",2,,hero,True,97,63,60,135.011337708198,1986,100,1,100,0,False
75,RouteScenario_75,Failed,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,1,0,0,0,0,36.3500005416572,106.899874925613,vehicle.seat.leon,"(233,166,130)",4,,hero,True,83,102,70,188.146872702469,724,28.0064401444971,0.7,40.0092002064244,,red_light
76,RouteScenario_76,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,234.050003487617,948.367744922638,vehicle.bmw.isetta,"(215,20,132)",4,,hero,True,145,99,104,44.1814466518153,4678,98.2567633813127,1,98.2567633813127,,route_timeout
77,RouteScenario_77,Completed,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,129.700001932681,494.745236635208,vehicle.mini.cooperst,"(104,244,226)",4,,hero,True,190,106,89,30.3161255909202,2591,100,1,100,,False
78,RouteScenario_78,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,74.050001103431,291.73917555809,vehicle.tesla.model3,"(55,154,149)",4,,hero,True,170,67,82,82.5240339591636,1478,89.6356572555697,1,89.6356572555697,,route_timeout
79,RouteScenario_79,Completed,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,0,0,0,66.4000009894371,202.235815286636,vehicle.dodge_charger.police,"(104,147,227)",4,,hero,True,91,116,85,220.053316473108,1325,100,1,100,,False
80,RouteScenario_80,Failed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,1,0,0,0,0,11.200000166893,35.5815312862396,vehicle.carlamotors.carlacola,"(41,200,141)",4,,hero,True,146,133,52,135.565363838543,221,17.3344491990095,0.7,24.7634988557279,,red_light
81,RouteScenario_81,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,1,0,0,201.050002995878,679.831417560577,vehicle.bmw.grandtourer,"(166,59,249)",4,,hero,True,154,117,72,227.065844694355,4018,98.7784346378965,1,98.7784346378965,,route_timeout
82,RouteScenario_82,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,78.0500011630356,253.060393571854,vehicle.kawasaki.ninja,"(37,13,63)",2,,hero,True,161,70,102,92.6699986967743,1558,94.5526667457958,1,94.5526667457958,0,route_timeout
83,RouteScenario_83,Failed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,1,0,0,0,0,0,0,17.7500002644956,64.106568813324,vehicle.carlamotors.carlacola,"(61,200,46)",4,,hero,True,127,136,88,153.779977032695,352,30.3837519480298,0.6,50.6395865800497,,collisions_vehicle
84,RouteScenario_84,Completed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,0,0,0,0,0,86.4000012874603,306.776441097259,vehicle.mustang.mustang,"(240,86,104)",4,,hero,True,178,64,72,136.683846129862,1725,100,1,100,,False
85,RouteScenario_85,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,47.0500007010996,194.405432462692,vehicle.toyota.prius,"(159,182,198)",4,,hero,True,187,117,105,56.7774573305317,938,94.4240108495868,1,94.4240108495868,,route_timeout
86,RouteScenario_86,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,144.050002146512,498.609998703003,vehicle.audi.etron,"(6,234,40)",4,,hero,True,122,122,66,140.293209988105,2878,97.7008693398301,1,97.7008693398301,,route_timeout
87,RouteScenario_87,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,236.050003517419,786.17288517952,vehicle.audi.tt,"(205,214,23)",4,,hero,True,101,99,76,130.610807613161,4718,98.9624783205575,1,98.9624783205575,,route_timeout
88,RouteScenario_88,Completed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,0,0,0,141.250002104789,479.892847061157,vehicle.citroen.c3,"(96,42,66)",4,,hero,True,80,97,101,109.972054901903,2822,100,1,100,,False
89,RouteScenario_89,Failed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,1,0,0,0,0,0,0,9.70000014454126,33.8458623886108,vehicle.toyota.prius,"(177,58,79)",4,,hero,True,115,141,91,190.574216852156,191,7.15625008236927,0.6,11.9270834706155,,collisions_vehicle
90,RouteScenario_90,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,210.050003129989,733.254697561264,vehicle.tesla.model3,"(234,222,190)",4,,hero,True,190,104,91,212.051471379147,4198,98.5478032402937,1,98.5478032402937,,route_timeout
91,RouteScenario_91,Failed,Town01,data,90,0,0,0,15,50,75,315,0,0.349999994039536,0,0,1,1,0,0,0,0,0,8.80000013113022,25.786116361618,vehicle.tesla.cybertruck,,4,,hero,True,117,65,87,50.1306667090402,173,38.3000065248375,0.534202572771127,71.6956609290736,,outside_route_lanes
92,RouteScenario_92,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,187.050002787262,737.517452001572,vehicle.mustang.mustang,"(122,24,157)",4,,hero,True,102,140,80,9.9037431356277,3738,97.8023192961841,1,97.8023192961841,,route_timeout
93,RouteScenario_93,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,153.050002280623,497.972561359406,vehicle.chevrolet.impala,"(43,101,113)",4,,hero,True,87,90,54,147.887772506435,3058,98.9221620428449,1,98.9221620428449,,route_timeout
94,RouteScenario_94,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,149.050002221018,477.153097629547,vehicle.kawasaki.ninja,"(85,220,98)",2,,hero,True,125,66,66,132.450847509141,2978,98.3361496205657,1,98.3361496205657,0,route_timeout
95,RouteScenario_95,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,152.050002265722,543.385291576386,vehicle.yamaha.yzf,"(101,234,193)",2,,hero,True,126,107,59,175.462139150575,3038,98.3747655942404,1,98.3747655942404,0,route_timeout
96,RouteScenario_96,Completed,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,0,0,0,0,0,140.700002096593,422.239608049393,vehicle.tesla.model3,"(255,103,112)",4,,hero,True,81,88,103,146.502220519111,2811,100,1,100,,False
97,RouteScenario_97,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,82.0500012226403,326.910736322403,vehicle.bh.crossbike,"(148,213,246)",2,,hero,True,188,130,98,97.7891815367876,1638,95.8643036661545,1,95.8643036661545,2,route_timeout
98,RouteScenario_98,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,213.050003174692,916.714052677154,vehicle.gazelle.omafiets,"(155,208,196)",2,,hero,True,183,92,81,84.7644301521923,4258,49.1322107773525,1,49.1322107773525,0,route_timeout
99,RouteScenario_99,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,114.050001699477,377.467337608337,vehicle.chevrolet.impala,"(180,210,18)",4,,hero,True,158,95,59,138.250854519956,2278,98.5440662582758,1,98.5440662582758,,route_timeout
100,RouteScenario_100,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,194.05000289157,719.321142196655,vehicle.diamondback.century,"(24,51,241)",2,,hero,True,179,69,74,238.109787563928,3878,3.83953076841404,1,3.83953076841404,4,route_timeout
101,RouteScenario_101,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,187.050002787262,725.587867498398,vehicle.mercedes-benz.coupe,"(62,96,19)",4,,hero,True,180,92,97,223.332902900877,3738,98.2457150095119,1,98.2457150095119,,route_timeout
102,RouteScenario_102,Failed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,61.3000009134412,202.009322404861,vehicle.tesla.model3,"(166,129,40)",4,,hero,True,125,62,51,167.564870864939,1223,32.039033453699,0.6,53.3983890894983,,collisions_vehicle
103,RouteScenario_103,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,203.050003025681,698.135353803635,vehicle.yamaha.yzf,"(3,150,188)",2,,hero,True,168,58,107,194.971879863744,4058,69.367254063941,1,69.367254063941,0,route_timeout
104,RouteScenario_104,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,1,0,0,1,0,0,129.050001922995,484.006283044815,vehicle.tesla.cybertruck,,4,,hero,True,93,109,68,115.885909577756,2578,52.2306951873646,0.82515944568949,63.2977001720212,,route_timeout
105,RouteScenario_105,Failed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,1,0,0,0,0,0,0,53.2500007934868,208.978990316391,vehicle.bmw.isetta,"(39,37,67)",4,,hero,True,133,81,51,43.0960436440428,1062,18.1151311217154,0.6,30.191885202859,,collisions_vehicle
106,RouteScenario_106,Failed,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,1,0,0,0,0,0.050000000745058,0.120535850524902,vehicle.audi.a2,"(213,164,225)",4,,hero,True,106,0,76,58.6382713487703,0,0,0.7,0,,red_light
107,RouteScenario_107,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,88.0500013120473,310.311188459396,vehicle.diamondback.century,"(174,72,181)",2,,hero,True,139,115,65,77.2658992938477,1758,4.8695301836734,1,4.8695301836734,4,route_timeout
108,RouteScenario_108,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,186.050002772361,583.668663740158,vehicle.audi.a2,"(131,203,202)",4,,hero,True,136,67,52,162.785049296464,3718,47.0227918615602,1,47.0227918615602,,route_timeout
109,RouteScenario_109,Completed,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,0,0,0,171.250002551824,642.658613443375,vehicle.lincoln.mkz2017,"(83,34,212)",4,,hero,True,190,85,105,198.331334951565,3422,100,1,100,,False
110,RouteScenario_110,Failed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,1,0,0,0,0,137.850002054125,469.083174705505,vehicle.toyota.prius,"(68,107,53)",4,,hero,True,132,117,68,114.149971162581,2754,16.3906968367058,0.7,23.415281195294,,red_light
111,RouteScenario_111,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,102.050001520664,390.092447519302,vehicle.harley-davidson.low_rider,"(242,212,111)",2,,hero,True,141,100,69,89.8581682581759,2038,93.6874474931518,1,93.6874474931518,0,route_timeout
112,RouteScenario_112,Completed,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,0,0,0,36.4500005431473,116.669852972031,vehicle.audi.a2,"(34,41,202)",4,,hero,True,80,87,106,117.182011802066,726,100,1,100,,False
113,RouteScenario_113,Completed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,0,0,0,52.2000007778406,173.372508049011,vehicle.dodge_charger.police,"(215,222,75)",4,,hero,True,137,142,60,124.710890054488,1041,100,1,100,,False
114,RouteScenario_114,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,124.050001848489,346.054215431213,vehicle.diamondback.century,"(104,25,198)",2,,hero,True,84,74,62,97.8522698152996,2478,0,1,0,4,route_timeout
115,RouteScenario_115,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,166.050002474338,570.273489952087,vehicle.diamondback.century,"(27,220,232)",2,,hero,True,142,78,76,152.482095803129,3318,14.4442821720666,1,14.4442821720666,4,route_timeout
116,RouteScenario_116,Completed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,0,0,0,164.250002447516,559.714297056198,vehicle.bmw.isetta,"(113,232,98)",4,,hero,True,123,113,88,273.331996132036,3282,100,1,100,,False
117,RouteScenario_117,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,1,0,0,1,0,0,243.050003621727,1001.02758646011,vehicle.bh.crossbike,"(225,39,218)",2,,hero,True,150,130,108,174.533229151483,4858,81.0418178022502,0.957927914034135,84.6011653016329,2,route_timeout
118,RouteScenario_118,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,1,1,0,0,0,0,0,23.4500003494322,95.0615704059601,vehicle.tesla.cybertruck,,4,,hero,True,145,110,107,56.3013298853026,466,15.9172161934577,0.584980206571768,27.20983721268,,outside_route_lanes
119,RouteScenario_119,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,199.050002966076,665.950298786163,vehicle.toyota.prius,"(219,25,62)",4,,hero,True,129,118,84,187.802880730796,3978,73.9899947165192,1,73.9899947165192,,route_timeout
120,RouteScenario_120,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,79.0500011779368,287.333601474762,vehicle.mercedes-benz.coupe,"(167,119,191)",4,,hero,True,160,105,69,67.6444874349446,1578,97.8667075132946,1,97.8667075132946,,route_timeout
121,RouteScenario_121,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,1,0,0,1,0,0,212.050003159791,873.381753206253,vehicle.bh.crossbike,"(254,109,120)",2,,hero,True,173,67,98,247.344371976281,4238,5.1919664933199,0.7873172342779,6.59450380008738,2,route_timeout
122,RouteScenario_122,Failed,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,1,0,0,0,0,0,0,6.2000000923872,23.4004001617432,vehicle.tesla.cybertruck,,4,,hero,True,164,142,79,185.994639783653,121,7.53377250469336,0.6,12.5562875078223,,collisions_vehicle
123,RouteScenario_123,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,51.0500007607043,183.878653526306,vehicle.dodge_charger.police,"(127,175,225)",4,,hero,True,165,123,52,50.9926642098561,1018,95.8811400425796,1,95.8811400425796,,route_timeout
124,RouteScenario_124,Failed,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,1,0,0,0,0,0,0,0,0,200.100002981722,683.056191205978,vehicle.mercedes-benz.coupe,"(115,133,176)",4,,hero,True,164,68,92,80.7752049372926,3999,26.9431606747377,0.65,41.4510164226733,,collisions_layout
125,RouteScenario_125,Completed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,1,0,0,0,0,0,107.050001595169,387.320516586304,vehicle.bmw.isetta,"(21, 158, 255)",4,,hero,True,97,114,76,154.227736306685,2138,98.3666699768037,0.983666699768037,100,,outside_route_lanes
126,RouteScenario_126,Failed - Agent timed out,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,0,0,1,0,0,88.0500013120473,353.74564909935,vehicle.seat.leon,"(86,40,218)",4,,hero,True,198,138,93,81.1833542852019,1758,95.9314234458556,1,95.9314234458556,,route_timeout
127,RouteScenario_127,Failed,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,2.5000000372529,8.84731340408325,vehicle.tesla.cybertruck,,4,,hero,True,199,131,107,126.519743536487,47,0.634860060340365,0.6,1.05810010056727,,collisions_vehicle
128,RouteScenario_128,Failed,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,1,0,0,0,0,0,0,0,0,4.25000006332994,13.8094420433044,vehicle.tesla.cybertruck,,4,,hero,True,186,80,109,275.50983420566,82,2.0554514477449,0.65,3.16223299653062,,collisions_layout
129,RouteScenario_129,Failed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,1,0,0,0,0,12.0000001788139,37.4326474666595,vehicle.carlamotors.carlacola,"(4,26,79)",4,,hero,True,124,89,97,161.070550861444,237,16.1479394162304,0.7,23.0684848803292,,red_light
130,RouteScenario_130,Completed,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,0,0,0,0,0,43.4500006474555,144.700232744217,vehicle.mustang.mustang,"(245,131,96)",4,,hero,True,88,106,50,92.6720864187918,866,100,1,100,,False
131,RouteScenario_131,Failed,Town01,data,80,0,0,0,60,100,15,0,0,1,1,0,0,0,0,0,0,0,0,4.95000007376075,15.2337284088135,vehicle.tesla.cybertruck,,4,,hero,True,113,102,69,155.64995003145,96,4.70854349013098,0.65,7.24391306173997,,collisions_layout
132,RouteScenario_132,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,164.050002444535,552.042472600937,vehicle.kawasaki.ninja,"(196,184,237)",2,,hero,True,84,105,100,168.141501983467,3278,98.9965499460421,1,98.9965499460421,0,route_timeout
133,RouteScenario_133,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,227.050003383309,822.289032459259,vehicle.lincoln.mkz2017,"(123,140,94)",4,,hero,True,199,129,97,135.693103912075,4538,64.1445256746318,1,64.1445256746318,,route_timeout
134,RouteScenario_134,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,0,0,1,0,0,133.050001982599,506.762929439545,vehicle.bmw.isetta,"(215,20,132)",4,,hero,True,145,102,104,121.971395824203,2658,96.1007758767271,1,96.1007758767271,,route_timeout
135,RouteScenario_135,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,150.050002235919,507.153461456299,vehicle.chevrolet.impala,"(75,158,50)",4,,hero,True,173,61,95,90.0830794673052,2998,98.8993683746214,1,98.8993683746214,,route_timeout
136,RouteScenario_136,Failed,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,1,0,0,0,0,0,0,17.250000257045,74.7515313625336,vehicle.audi.tt,"(7,47,204)",4,,hero,True,169,139,66,71.692100036983,342,12.6244441956765,0.6,21.0407403261275,,collisions_vehicle
137,RouteScenario_137,Failed - Agent timed out,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,0,0,1,0,0,198.050002951175,786.887322664261,vehicle.diamondback.century,"(46,41,163)",2,,hero,True,192,99,84,195.338331642993,3958,18.5581757427565,1,18.5581757427565,4,route_timeout
138,RouteScenario_138,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,196.050002921373,665.731733560562,vehicle.diamondback.century,"(46,197,162)",2,,hero,True,153,77,68,96.4002246154936,3918,5.62082124385522,1,5.62082124385522,4,route_timeout
139,RouteScenario_139,Failed,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,1,0,0,0,0,0,0,0.100000001490116,0.350502252578735,vehicle.carlamotors.carlacola,"(200,141,120)",4,,hero,True,188,0,109,151.5509041962,1,0,0.6,0,,collisions_vehicle
140,RouteScenario_140,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,160.050002384931,462.884152173996,vehicle.yamaha.yzf,"(249,171,97)",2,,hero,True,110,60,89,141.904018858039,3198,98.4541363206547,1,98.4541363206547,0,route_timeout
141,RouteScenario_141,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,129.050001922995,437.972461223602,vehicle.nissan.patrol,"(37,13,63)",4,,hero,True,161,75,84,159.021803044014,2578,97.4372885491457,1,97.4372885491457,,route_timeout
142,RouteScenario_142,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,79.0500011779368,275.567534685135,vehicle.mustang.mustang,"(31,11,217)",4,,hero,True,159,66,63,69.9383987948123,1578,96.7917159553151,1,96.7917159553151,,route_timeout
143,RouteScenario_143,Failed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,1,0,0,0,0,0,0,0,7.70000011473894,31.0227346420288,vehicle.carlamotors.carlacola,"(86,104,29)",4,,hero,True,180,120,80,222.933809016488,151,4.45508898366505,0.5,8.9101779673301,,collisions_pedestrian
144,RouteScenario_144,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,244.050003636628,918.61572933197,vehicle.harley-davidson.low_rider,"(147,183,67)",2,,hero,True,171,84,80,237.946438945277,4878,96.0002266175302,1,96.0002266175302,0,route_timeout
145,RouteScenario_145,Failed,Town01,data,90,0,0,0,15,50,75,315,0,0.349999994039536,0,0,1,0,0,0,0,0,0,2.65000003948808,9.26110076904297,vehicle.nissan.patrol,"(0,19,253)",4,,hero,True,121,86,85,200.109787391949,50,0.336288240504641,0.6,0.560480400841068,,collisions_vehicle
146,RouteScenario_146,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,144.050002146512,517.502937316895,vehicle.gazelle.omafiets,"(93,51,243)",2,,hero,True,188,149,69,139.822489759283,2878,17.8540992280888,1,17.8540992280888,0,route_timeout
