,route_id,status,town,basename,cloudiness,fog_density,fog_distance,fog_falloff,precipitation,precipitation_deposits,sun_altitude_angle,sun_azimuth_angle,wetness,wind_intensity,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,ego_vehicle,ego_vehicle_color,ego_vehicle_number_of_wheels,ego_vehicle_object_type,ego_vehicle_role_name,ego_vehicle_sticky_control,number_of_drivers,number_of_walkers,percentage_speed_limit,route_length,total_steps,score_composed,score_penalty,score_route,ego_vehicle_driver_id,infraction
224,RouteScenario_224,Failed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,1,0,0,0,0,0,0,0,0,11.9000001773238,37.7854843139648,vehicle.volkswagen.t2,"(217,146,173)",4,,hero,True,143,118,105,247.738424902935,235,2.13445751026338,0.65,3.28378078502059,,collisions_layout
225,RouteScenario_225,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,1,0,0,0,0,4.15000006183982,14.7036199569702,vehicle.bmw.isetta,"(237,107,188)",4,,hero,True,170,61,109,278.851717914067,80,0,0.7,0,,red_light
226,RouteScenario_226,Completed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,0,0,0,152.650002274662,565.656042098999,vehicle.tesla.model3,"(158,194,33)",4,,hero,True,90,114,91,13.0665590923446,3050,100,1,100,,False
227,RouteScenario_227,Completed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,0,0,0,69.9500010423362,229.849540948868,vehicle.harley-davidson.low_rider,"(78,238,132)",2,,hero,True,94,113,82,133.651681330554,1396,100,1,100,0,False
228,RouteScenario_228,Completed,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,0,0,0,0,0,0,0,144.850002158433,491.328052282333,vehicle.mini.cooperst,"(248,32,245)",4,,hero,True,135,84,70,115.965214032807,2894,100,1,100,,False
229,RouteScenario_229,Failed,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,46.8500006981194,140.830848932266,vehicle.bmw.isetta,"(215,20,132)",4,,hero,True,145,100,104,185.93342229435,934,25.0222170641222,0.6,41.7036951068703,,collisions_vehicle
230,RouteScenario_230,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,204.050003040582,671.683133840561,vehicle.chevrolet.impala,"(75,158,50)",4,,hero,True,173,62,95,251.157314248783,4078,86.4387017452259,1,86.4387017452259,,route_timeout
231,RouteScenario_231,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,1,0,0,81.0500012077391,322.333562374115,vehicle.audi.tt,"(7,47,204)",4,,hero,True,170,138,66,97.419582260214,1618,82.3174946114268,1,82.3174946114268,,route_timeout
232,RouteScenario_232,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,57.0500008501112,200.413211107254,vehicle.diamondback.century,"(46,41,163)",2,,hero,True,192,104,84,54.1076233142699,1138,18.7090129400515,1,18.7090129400515,4,route_timeout
233,RouteScenario_233,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,115.050001714379,362.920453548431,vehicle.diamondback.century,"(46,197,162)",2,,hero,True,152,74,68,121.65021018506,2298,0,1,0,4,route_timeout
234,RouteScenario_234,Failed,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,6.25000009313226,20.4651367664337,vehicle.carlamotors.carlacola,"(200,141,120)",4,,hero,True,187,75,109,218.046500423321,122,3.64429485875022,0.6,6.07382476458371,,collisions_vehicle
235,RouteScenario_235,Completed,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,45.4500006772578,141.605342388153,vehicle.yamaha.yzf,"(249,171,97)",2,,hero,True,111,58,89,136.806291500404,906,100,1,100,0,False
236,RouteScenario_236,Failed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,1,0,0,0,0,0,0,0,0,35.2500005252659,106.273077726364,vehicle.nissan.patrol,"(37,13,63)",4,,hero,True,160,70,84,177.634386549981,702,25.5453284205904,0.65,39.3005052624468,,collisions_layout
237,RouteScenario_237,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,100.050001490861,363.240755558014,vehicle.mustang.mustang,"(31,11,217)",4,,hero,True,159,65,63,66.9038983238103,1998,97.4888625345223,1,97.4888625345223,,route_timeout
238,RouteScenario_238,Failed,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,2.75000004097819,10.5572829246521,vehicle.carlamotors.carlacola,"(86,104,29)",4,,hero,True,180,121,80,273.340785625581,52,0.43766138354566,0.6,0.729435639242768,,collisions_vehicle
239,RouteScenario_239,Failed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,1,0,0,0,0,0,0,0,0,25.9000003859401,78.4544115066528,vehicle.mercedes-benz.coupe,"(23,84,228)",4,,hero,True,88,78,99,98.3758070779555,515,23.1026973658664,0.65,35.5426113321022,,collisions_layout
240,RouteScenario_240,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,243.050003621727,890.402325630188,vehicle.chevrolet.impala,"(212,96,42)",4,,hero,True,187,125,102,215.692967777201,4858,98.742403991816,1,98.742403991816,,route_timeout
241,RouteScenario_241,Completed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,0,0,0,186.000002771616,576.094346284866,vehicle.audi.a2,"(205,213,161)",4,,hero,True,79,78,58,127.994891554042,3717,100,1,100,,False
242,RouteScenario_242,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,94.0500014014542,314.878025054932,vehicle.mini.cooperst,"(253,234,222)",4,,hero,True,127,141,88,113.542862585129,1878,97.3271220277414,1,97.3271220277414,,route_timeout
243,RouteScenario_243,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,81.0500012077391,207.840436697006,vehicle.nissan.micra,"(106,192,149)",4,,hero,True,81,67,84,77.7067916710022,1618,95.8048877468673,1,95.8048877468673,,route_timeout
244,RouteScenario_244,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,228.05000339821,912.957778215409,vehicle.seat.leon,"(66,150,58)",4,,hero,True,141,123,75,128.000416354097,4558,98.6463419797236,1,98.6463419797236,,route_timeout
245,RouteScenario_245,Failed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,1,0,0,0,0,0,0,5.55000008270144,15.7756662368774,vehicle.jeep.wrangler_rubicon,"(111,216,42)",4,,hero,True,126,75,87,63.6139636647673,108,2.71360920648252,0.6,4.5226820108042,,collisions_vehicle
246,RouteScenario_246,Failed,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,1,0,0,0,0,85.7500012777746,249.043588399887,vehicle.bh.crossbike,"(60,254,203)",2,,hero,True,112,72,93,210.357197744737,1712,14.9464878257964,0.7,21.3521254654234,2,red_light
247,RouteScenario_247,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,238.050003547221,909.44509601593,vehicle.lincoln.mkz2017,"(4,174,162)",4,,hero,True,184,87,109,218.172794939596,4758,98.6359204101926,1,98.6359204101926,,route_timeout
248,RouteScenario_248,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,142.05000211671,565.786641597748,vehicle.toyota.prius,"(75,131,79)",4,,hero,True,187,93,52,114.138309228257,2838,93.4710393171017,1,93.4710393171017,,route_timeout
249,RouteScenario_249,Completed,Town01,data,15,0,0,0,0,0,75,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,53.0000007897615,167.178121566772,vehicle.chevrolet.impala,"(76,235,190)",4,,hero,True,144,87,60,91.5848828385856,1057,100,1,100,,False
250,RouteScenario_250,Failed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,1,0,0,0,0,0,0,34.5500005148351,125.70284485817,vehicle.nissan.patrol,"(213,246,198)",4,,hero,True,157,117,84,153.806218665598,688,31.4126179434156,0.6,52.3543632390259,,collisions_vehicle
251,RouteScenario_251,Failed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,1,0,0,0,0,0,0,20.8500003106892,87.3676664829254,vehicle.chevrolet.impala,"(196,31,83)",4,,hero,True,162,150,74,230.507049287893,414,11.1477194611739,0.6,18.5795324352899,,collisions_vehicle
252,RouteScenario_252,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,133.050001982599,488.750768899918,vehicle.mini.cooperst,"(177,99,196)",4,,hero,True,180,133,85,155.212712082353,2658,98.4928564414693,1,98.4928564414693,,route_timeout
253,RouteScenario_253,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,59.0500008799136,222.484895467758,vehicle.audi.etron,"(198,150,62)",4,,hero,True,146,144,104,68.4523629625708,1178,72.104991151353,1,72.104991151353,,route_timeout
254,RouteScenario_254,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,235.050003502518,808.402535200119,vehicle.toyota.prius,"(110,117,47)",4,,hero,True,179,135,110,289.718920322031,4698,98.9603438052402,1,98.9603438052402,,route_timeout
255,RouteScenario_255,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,212.050003159791,698.331781387329,vehicle.bmw.grandtourer,"(62,183,15)",4,,hero,True,124,87,72,255.723845925959,4238,97.6932031727674,1,97.6932031727674,,route_timeout
256,RouteScenario_256,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,55.0500008203089,191.744290828705,vehicle.audi.a2,"(118,187,36)",4,,hero,True,156,147,61,62.4413475635412,1098,92.0829833975198,1,92.0829833975198,,route_timeout
257,RouteScenario_257,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,89.0500013269484,271.45233631134,vehicle.nissan.micra,"(232,57,244)",4,,hero,True,124,124,59,107.609148812024,1778,97.1750662228899,1,97.1750662228899,,route_timeout
258,RouteScenario_258,Failed,Town01,data,80,0,0,0,60,100,15,0,0,1,1,0,0,0,0,0,0,0,0,18.6000002771616,54.512354850769,vehicle.tesla.cybertruck,,4,,hero,True,96,133,87,160.695677274841,369,7.5952079373476,0.65,11.6849352882271,,collisions_layout
259,RouteScenario_259,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,71.0500010587275,225.223692893982,vehicle.dodge_charger.police,"(124,121,94)",4,,hero,True,116,87,64,84.0000079075495,1418,97.5937833179792,1,97.5937833179792,,route_timeout
260,RouteScenario_260,Failed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,1,0,0,0,0,0,0,0,0,41.2000006139278,118.957825422287,vehicle.mercedes-benz.coupe,"(23,67,10)",4,,hero,True,129,62,76,187.184008135511,821,50.982351729994,0.65,78.4343872769139,,collisions_layout
261,RouteScenario_261,Failed,Town01,data,90,0,0,0,60,100,-80,225,0,1,0,0,0,0,1,0,0,0,0,0.050000000745058,0.201242685317993,vehicle.toyota.prius,"(29,192,209)",4,,hero,True,81,0,90,198.150853457419,0,0,0.7,0,,red_light
262,RouteScenario_262,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,120.050001788884,387.035428762436,vehicle.bmw.isetta,"(94,215,221)",4,,hero,True,102,80,109,149.370262879445,2398,98.6212045717431,1,98.6212045717431,,route_timeout
263,RouteScenario_263,Completed,Town01,data,80,0,0,0,30,50,15,270,0,0.400000005960465,0,0,0,0,0,0,0,0,0,174.650002602488,610.435172557831,vehicle.audi.a2,"(111,152,58)",4,,hero,True,177,116,79,78.1490988795936,3490,100,1,100,,False
264,RouteScenario_264,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,144.050002146512,539.9931910038,vehicle.audi.tt,"(0,131,203)",4,,hero,True,147,141,92,169.637952732392,2878,98.852743854449,1,98.852743854449,,route_timeout
265,RouteScenario_265,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,189.050002817064,760.668374300003,vehicle.seat.leon,"(174,60,127)",4,,hero,True,194,145,69,201.753019772116,3778,89.2622521688243,1,89.2622521688243,,route_timeout
266,RouteScenario_266,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,100.050001490861,430.806715250015,vehicle.tesla.model3,"(200,5,34)",4,,hero,True,167,143,72,84.7396502314858,1998,96.6593197204877,1,96.6593197204877,,route_timeout
267,RouteScenario_267,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,75,315,0,0.349999994039536,0,0,0,0,0,0,1,0,0,198.050002951175,740.538860082626,vehicle.lincoln.mkz2017,"(72,147,97)",4,,hero,True,93,98,107,199.613936782837,3958,98.5831212375263,1,98.5831212375263,,route_timeout
268,RouteScenario_268,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,230.050003428012,803.845771551132,vehicle.bmw.isetta,"(218,251,199)",4,,hero,True,173,75,100,231.035249317076,4598,96.251639247842,1,96.251639247842,,route_timeout
269,RouteScenario_269,Completed,Town01,data,15,0,0,0,0,0,-80,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,232.100003458559,969.814932107925,vehicle.nissan.micra,"(119,152,44)",4,,hero,True,170,145,93,224.450809374766,4639,100,1,100,,False
270,RouteScenario_270,Failed - Agent timed out,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,1,0,0,145.050002161413,453.624404430389,vehicle.toyota.prius,"(22,97,188)",4,,hero,True,90,73,51,175.090005990727,2898,82.0270771492142,1,82.0270771492142,,route_timeout
271,RouteScenario_271,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,90.0500013418496,336.069737672806,vehicle.toyota.prius,"(177,96,103)",4,,hero,True,112,126,105,105.725927879123,1798,96.2583193949329,1,96.2583193949329,,route_timeout
272,RouteScenario_272,Completed,Town01,data,90,0,0,0,60,100,75,90,0,1,0,0,0,0,0,0,0,0,0,180.150002684444,640.164294958115,vehicle.mustang.mustang,"(224,24,211)",4,,hero,True,142,103,81,242.250000006001,3600,100,1,100,,False
273,RouteScenario_273,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,67.0500009991229,225.398168087006,vehicle.yamaha.yzf,"(43,41,123)",2,,hero,True,92,138,78,60.4171575517384,1338,93.6108906621359,1,93.6108906621359,0,route_timeout
274,RouteScenario_274,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,103.050001535565,325.473684072494,vehicle.gazelle.omafiets,"(180,163,222)",2,,hero,True,93,110,105,124.267165644625,2058,42.3382386191596,1,42.3382386191596,0,route_timeout
275,RouteScenario_275,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,0,0,1,0,0,220.050003279,715.602755069733,vehicle.chevrolet.impala,"(50,88,212)",4,,hero,True,111,73,89,246.33762466759,4398,98.5126483618759,1,98.5126483618759,,route_timeout
276,RouteScenario_276,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,1,0,0,206.050003070384,661.400774240494,vehicle.audi.etron,"(7,167,187)",4,,hero,True,153,119,60,181.734017212836,4118,98.8066789498384,1,98.8066789498384,,route_timeout
277,RouteScenario_277,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,178.050002653152,665.139763116837,vehicle.audi.etron,"(119,196,180)",4,,hero,True,156,112,96,61.7544581174403,3558,98.9725375696415,1,98.9725375696415,,route_timeout
278,RouteScenario_278,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,-80,225,0,0.400000005960465,0,0,0,0,0,0,1,0,0,115.050001714379,447.409130573273,vehicle.audi.tt,"(106,19,161)",4,,hero,True,172,132,110,139.146889123051,2298,82.4133578014359,1,82.4133578014359,,route_timeout
279,RouteScenario_279,Failed - Agent timed out,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,0,0,1,0,0,78.0500011630356,280.141711235046,vehicle.mini.cooperst,"(77,180,11)",4,,hero,True,142,121,96,92.6246589070026,1558,96.7190790564941,1,96.7190790564941,,route_timeout
280,RouteScenario_280,Failed,Town01,data,80,0,0,0,0,0,-80,45,0,0.349999994039536,0,0,1,0,0,0,0,0,0,93.5000013932586,265.051697015762,vehicle.nissan.micra,"(168,209,195)",4,,hero,True,81,99,69,183.970323914515,1867,32.939971440927,0.6,54.899952401545,,collisions_vehicle
281,RouteScenario_281,Failed,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,1,0,0,0,0,0,0,84.5000012591481,270.535980939865,vehicle.audi.etron,"(75,40,168)",4,,hero,True,110,138,82,202.183084241185,1687,42.1943832636316,0.6,70.3239721060527,,collisions_vehicle
282,RouteScenario_282,Failed,Town01,data,20,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,1,0,0,0,0,0,0,13.750000204891,47.6625199317932,vehicle.tesla.cybertruck,,4,,hero,True,144,87,72,152.86000559795,272,23.4238263056664,0.6,39.039710509444,,collisions_vehicle
283,RouteScenario_283,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,59.0500008799136,216.82478427887,vehicle.volkswagen.t2,"(148,106,174)",4,,hero,True,129,139,94,69.9640960845576,1178,1.29784941726319,1,1.29784941726319,,route_timeout
284,RouteScenario_284,Completed,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,0,0,0,172.800002574921,607.321558713913,vehicle.mustang.mustang,"(4,26,79)",4,,hero,True,124,85,71,160.564964787865,3453,100,1,100,,False
285,RouteScenario_285,Failed,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,1,0,0,0,0,0.050000000745058,0.106472969055176,vehicle.mercedes-benz.coupe,"(80,56,196)",4,,hero,True,176,0,54,144.414208655793,0,0,0.7,0,,red_light
286,RouteScenario_286,Completed,Town01,data,80,0,0,0,30,50,75,0,0,0.400000005960465,0,0,0,0,0,0,0,0,0,40.0500005967915,138.77952003479,vehicle.citroen.c3,"(72,3,79)",4,,hero,True,180,119,100,141.259686307632,798,100,1,100,,False
287,RouteScenario_287,Completed,Town01,data,90,0,0,0,0,50,15,0,0,0.349999994039536,0,0,0,0,0,0,0,0,0,200.500002987683,632.845406293869,vehicle.chevrolet.impala,"(196,184,237)",4,,hero,True,84,109,94,250.703348969534,4007,100,1,100,,False
288,RouteScenario_288,Failed - Agent timed out,Town01,data,90,0,0,0,15,50,-80,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,78.0500011630356,242.877026081085,vehicle.chevrolet.impala,"(51,96,84)",4,,hero,True,136,148,107,94.0007193802161,1558,96.7429235626224,1,96.7429235626224,,route_timeout
289,RouteScenario_289,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,-80,225,0,0.349999994039536,0,0,0,0,0,0,1,0,0,66.0500009842217,197.690630197525,vehicle.citroen.c3,"(202,139,129)",4,,hero,True,135,150,54,78.5238491600036,1318,93.4806898042852,1,93.4806898042852,,route_timeout
290,RouteScenario_290,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,47.0500007010996,147.581568002701,vehicle.volkswagen.t2,"(182,167,46)",4,,hero,True,119,57,98,59.412759855584,938,1.69123409424079,1,1.69123409424079,,route_timeout
291,RouteScenario_291,Failed,Town01,data,90,0,0,0,15,50,15,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,37.6500005610287,130.13873052597,vehicle.jeep.wrangler_rubicon,"(142,167,12)",4,,hero,True,130,97,86,220.346054563856,750,37.6530885556236,0.6,62.7551475927059,,collisions_vehicle
292,RouteScenario_292,Failed - Agent timed out,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,0,0,0,0,1,0,0,212.050003159791,786.4677734375,vehicle.audi.a2,"(161,201,64)",4,,hero,True,177,120,103,91.1636744338956,4238,93.2275945651577,1,93.2275945651577,,route_timeout
293,RouteScenario_293,Failed - Agent timed out,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,0,0,1,0,0,105.050001565367,373.118519306183,vehicle.toyota.prius,"(22,198,92)",4,,hero,True,124,137,102,126.580024915554,2098,88.101496072028,1,88.101496072028,,route_timeout
294,RouteScenario_294,Failed,Town01,data,80,0,0,0,60,100,15,0,0,1,0,0,0,0,1,0,0,0,0,16.0500002391636,50.7109518051148,vehicle.carlamotors.carlacola,"(42,41,89)",4,,hero,True,184,78,87,115.7899800804,318,39.6357465097117,0.7,56.6224950138739,,red_light
295,RouteScenario_295,Completed,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,0,0,0,81.3000012114644,281.672184228897,vehicle.mini.cooperst,"(90,17,161)",4,,hero,True,184,65,52,199.061184542531,1623,100,1,100,,False
296,RouteScenario_296,Failed,Town01,data,20,0,0,0,0,50,15,270,0,0.349999994039536,0,0,1,0,0,0,0,0,0,9.95000014826655,36.1474416255951,vehicle.carlamotors.carlacola,"(40,53,218)",4,,hero,True,157,86,50,39.5129832784647,196,8.8864343052352,0.6,14.8107238420587,,collisions_vehicle
297,RouteScenario_297,Failed - Agent timed out,Town01,data,80,0,0,0,0,0,75,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,135.050002012402,469.170169115067,vehicle.audi.tt,"(225,181,130)",4,,hero,True,166,81,76,134.825166459177,2698,97.54286655901,1,97.54286655901,,route_timeout
298,RouteScenario_298,Failed - Agent timed out,Town01,data,15,0,0,0,0,0,15,45,0,0.349999994039536,0,0,0,0,0,0,1,0,0,166.050002474338,555.185860157013,vehicle.gazelle.omafiets,"(14,49,41)",2,,hero,True,122,87,104,176.044735646727,3318,1.5483257309497,1,1.5483257309497,0,route_timeout
299,RouteScenario_299,Failed - Agent timed out,Town01,data,90,0,0,0,0,50,75,180,0,0.349999994039536,0,0,0,0,0,0,1,0,0,130.050001937896,481.832636356354,vehicle.nissan.micra,"(89,81,124)",4,,hero,True,199,149,59,97.4614643017662,2598,81.3677072340979,1,81.3677072340979,,route_timeout
